Word,Pron
METROPOLIAN,"m""Etr@p%ol%i@n"
metropolises,"m@.tr""A.p@.lIs.@z"
metropolitans,"m%Etr@p""Al@t@nz"
METROPOLITIAN,"""mEtro.po%lIS@n"
metros,"m""E.troz"
METTWURST,NULL
MEURONS,NULL
mewing,"mj""u.IN"
mews,"mj""uz"
MEYER,"m""e@`"
MEYERBEER'S,"m""aI@`.b%Irz"
MEYERS,"m""e@`z"
MEYLE,NULL
MEYNELL,"m""e.n%El"
MEYNELL'S,"m""e.n%El%Elz"
MEYNER,NULL
MEYNER'S,NULL
mezzanines,"m""E.z@.ninz"
mezzos,"m""Et.soz"
mezzotint,"m""Et.so.t%Int"
mezzotints,"m""Et.so.t%Ints"
mi,"m""i"
MIANTONOMI,NULL
miaou,NULL
miaoued,"m""i@%ud"
miaouing,"m""i@%uIN"
miaous,"m""i@%uz"
miaow,"mi.""aU"
miaowed,"mi.""aUd"
miaowing,"mi.""aU.IN"
miaows,"mi.""aUz"
miasma,"mi.""az.m@"
miasmas,"mi.""az.m@z"
MICAWBER,"mI.k""O.b@`"
MICELLE,"mI""sEl"
MICELLES,NULL
MICH,"m""ItS"
Michaelmas,"""mIk@lm@s"
Michaelmases,"""mIk@lm@s@z"
MICHAELS,"m""aIk@lz"
MICHAELSON,"m""aI.kl=.sn="
MICHELSON,"m""aI.kl=.sn="
MICHILIMACKINAC,NULL
mick,"m""Ik"
mickeys,"m""I.kiz"
MICKIE,"m""Iki"
mickle,"""mIk@l"
micks,"m""Iks"
MICKY,"m""I.ki"
microbes,"m""aI.krobz"
microbiologist,"m%aI.kro.baI.""A.l@.dZIst"
microbiologists,"m%aI.kro.baI.""A.l@.dZIsts"
microcosms,"m""aI.kr@.k%A.zm=z"
microdot,"m""aI.kr@.d%At"
microdots,"m""aI.kr@.d%Ats"
microfiches,"m""aI.kr@.f%iS.@z"
MICROCYTOCHEMISTRY,"m""aI.kro.s%aI.4o.k%E.m@.stri"
microbiological,"m%aI.kro.b%aI@.l""A.dZIk.l="
microelectronics,"m%aI.kro.I.l%Ek.tr""An.Iks"
microfilmed,"m""aI.kr@.f%Ilmd"
microfilming,"m""aI.kr@.f%Ilm.IN"
microfilms,"m""aI.kr@.f%Ilmz"
MICROFOSSILS,"m""aI.kro.f%A.sl=z"
micromesh,"""maIkro%mES"
MICROMETEORITE,"m%aI.kro.m""i.4i@`.aIt"
MICROMETEORITES,"m%aI.kro.m""i.4i@`.aIts"
MICROMETEORITIC,"m""aI.kro.m%i.4i@`.%I4.Ik"
MICROSOMAL,NULL
mid,"m""Id"
midcourse,"""mId%kors"
midden,"m""I.dn="
middens,"m""I.dn=z"
middies,"""mIdiz"
middlebrows,"m""I.4l=.br%aUz"
middled,"m""I.4l=d"
middlemen,"m""I.4l=.m%En"
MIDDLETOWN,"m""I.4l=.t%aUn"
middleweights,"m""I.4l=.w%ets"
middlings,"m""I.4l=.INz"
middy,"""mIdi"
midges,"m""IdZ.@z"
midgets,"m""I.dZIts"
midi,"m""I.4i"
midinette,"%mId""n=Et"
midinettes,"%mId""n=Ets"
midis,"m""I.4iz"
Midlands,"m""Id.l@ndz"
midpoints,"m""Id.p%OInts"
midriffs,"m""Id.rIfs"
midships,"m""Id.SIps"
midwicket,"mId""wIkIt"
midwickets,"mId""wIkIts"
midwifery,"m""Id.w%aIf.@`.ri"
midwives,"m""Id.waIvz"
MIDWOOD,"m""Id.w%Ud"
mien,"m""in"
miens,"m""inz"
miffing,"""mIfIN"
miffs,"""mIfs"
MIG,"m""Ig"
mightier,"m""aI4.i@`"
mightn't,"m""aIt.n=t"
MIGLIA,"""mIg.%laI@"
MIGNON,"mI.nj""An"
mignonette,"%mInj@""nEt"
migraines,"m""aI.grenz"
migrations,"maI.gr""e.Sn=z"
MIGS,"m""Igz"
MIJ,NULL
MIJBIL,NULL
MIJBIL'S,NULL
mikado,"mI.k""A.4o"
mikados,"mI.k""A.4oz"
MIKEEN,NULL
mikes,"m""aIks"
MIKHAIL,"m""I.kaIl"
MIKOYAN,"m""aIko.j%an"
MIL,"""mIl"
marc,"m""Ark"
marcasite,"""mArk@%saIt"
MARCEL'S,NULL
MARCELLO,"mAr.s""E.lo"
MARCHAND,"mArkh""and"
marchers,"m""ArtS.@`z"
MARCHIN,"m""Ar.tS%In"
marchioness,"m""Ar.S@.n@s"
marchionesses,"m""Ar.S@.n@s.@z"
MARCILE,"mAr""sil"
MARCIUS,NULL
MARCMANN,"m""Arkm@n"
MARCOS,"m""Ar.kos"
MARDI,"m""Ardi"
MARDIS,"m""Ardis"
MARELLA,"m@`""El@"
MARENZIO,NULL
MARGARETVILLE,"m""Arg@`@t.v%Il"
MARGARITO,"""mAr.%gAr%i""tO"
MARGENAU,"m""ArdZ.n%o"
MARGO,"m""Ar.go"
Margrave,"""mArgrev"
marguerite,"m%Ar.g@`.r""it"
marguerites,"m%Ar.g@`.r""its"
MARIANO,"mA""RjAnO"
MARIETTA,"m%a.ri.""E.4@"
marigolds,"m""a.r@.g%oldz"
marimbas,"m@`.r""Im.b@z"
MARIN,"m""a.rIn"
marinaded,"m%a.r@.n""e4.@d"
marinades,"m%a.r@.n""edz"
marinading,"m%a.r@.n""e4.IN"
marinates,"m""a.r@.nets"
mariners,"m""a.r@.n@`z"
MARION,"m""a.ri@n"
MARIS,"""mArIs"
MARIS'S,"m""Ari%Es@z"
MARITAIN'S,"m""Ari.t%aI%Enz"
maritally,"m""a.r@.4l=.i"
marjoram,"m""Ar.dZ@`.r@m"
MARJORIE,"m""Ar.dZ@`.ri"
markdowns,"m""Ark.d%aUnz"
MARKEL,"m""Ar.kl="
marketeer,"m%Ar.k@t.""Ir"
marketeers,"m%Ar.k@t.""Irz"
marketer,"m""Ar.k@4.@`"
marketers,"m""Ar.k@4.@`z"
marketplaces,"m""Ar.k@t.pl%es.@z"
MARKETWISE,"m""Ar.k@t.w%aIz"
MARKOVITZ,"m""Ark@v%Its"
marksmen,"m""Arks.m@n"
markswoman,"m""Arks.w%U.m@n"
markswomen,"m""Arks.w%Im@n"
markups,"m""Ark.%Vps"
marl,"""mArl"
marline,"""mArlIn"
marlines,"""mArlInz"
marlinespike,"""mArl@n%spaIk"
marlinespikes,"""mArl@n%spaIks"
MARLOWE,"m""Ar.lo"
MARLOWE'S,"m""Ar.l%oz"
MARMARA,"""mArm@`@"
MARMEE,"""mAr.%me"
MARMI,NULL
MARMON,"m""Arm@n"
marmoreal,"mAr""mori@l"
marmosets,"""mArm@%zEts"
marmot,"m""Ar.m@t"
marmots,"m""Ar.m@ts"
MAROC,"ma""ROk"
marocain,"""mar@%ken"
MAROCAINE,"""mero.%ken"
marooning,"m@`.r""un.IN"
maroons,"m@`.r""unz"
MAROY,NULL
marque,"m""Ark"
marques,"m""Arks"
MARQUESS,"m""Ar.kwIs"
MARQUET,NULL
marquetry,"m""Ar.kI.tri"
MARQUETTE,"mAr.k""Et"
marquises,"m""Ar.kwIs.@z"
MARR,"m""Ar"
MARR'S,"m""Ar.%Arz"
marram,"""mar@m"
marriageability,"m%a.rIdZ.@.b""Il.@.4i"
marrowbone,"m""a.ro.b%on"
marrowfat,"m""a.ro.f%at"
marrowfats,"m""a.ro.f%ats"
marrows,"m""a.roz"
Marsala,"mAr""sAl@"
MARSDEN,"m""Ars.d@n"
Marseillaise,"%mArs@""lez"
MARSEILLES,"mAr.s""e"
MARSHAL'S,"m""ArS@lz"
marshals,"m""Ar.Sl=z"
marshier,"m""ArS.i@`"
marshiest,"m""ArS.i.Ist"
MARSHLANDS,"m""ArS.l%andz"
MARSICANO,"mArsik""Ano"
MARSKMEN,NULL
MARSTON,"m""Arst@n"
marsupials,"mAr.s""u.pi@lz"
marten,"m""Ar.tn="
martens,"m""Ar.tn=z"
martially,"m""Ar.Sl=.li"
MARTINELLI,"%mAr""tn=Eli"
martinet,"m%Ar.tn=.""Et"
martinets,"m%Ar.tn=.""Ets"
MARTINEZ,"mAr.t""i.nEz"
MARTINGALE,"m""Ar.tn=.g%el"
MARTINIQUE,"m%Ar.4I.n""ik"
Martinmas,"m""Ar.tn=.m@s"
Martinmases,"m""Ar.tn=.m@s.@z"
martins,"m""Ar.tn=z"
martyrdoms,"m""Ar.4@`.4@mz"
martyred,"m""Ar.4@`d"
martyring,"m""Ar.4@`.IN"
MARUM,NULL
MARV,"""mArv"
marvelling,"m""Ar.vl=.IN"
marvellously,"m""Ar.vl=.@s.li"
Marxism,"m""Arks.I.zm="
Marxists,"m""Arks.Ists"
MARYED,NULL
MARYINSKY,"m""Ar.j%In.sk%aI"
marzipans,"m""Ar.z@.panz"
MASARYK,"""mas@`Ik"
mascots,"m""a.skAts"
masculines,"""maskj@lInz"
maser,"m""e.z@`"
masers,"m""e.z@`z"
mashers,"m""aS.@`z"
mashes,"m""aS.@z"
mashie,"m""a.Si"
mashies,"m""a.Siz"
masochistic,"m%a.s@.k""Ist.Ik"
masochists,"m""a.s@.kIsts"
masonics,"m@""sAnIks"
masque,"m""ask"
masqueraded,"m%a.sk@`.r""e4.@d"
masquerader,"m%a.sk@`.r""e4.@`"
masqueraders,"m%a.sk@`.r""e4.@`z"
MASQUERS,NULL
masques,"m""asks"
massacring,"m""a.s@.k@`.IN"
massaged,"m@.s""AZd"
massages,"m@.s""AZ.@z"
masseurs,"ma.s""Urz"
masseuses,"m@.s""us.@z"
massier,"m""as.i.@`"
massiest,"""masiIst"
massif,"ma.s""if"
massifs,"ma.s""ifs"
MASSIMO,"""mAssimO"
massively,"m""as.Iv.li"
massiveness,"m""as.Iv.n@s"
MASSON,"m""as@n"
MASSUH,"m""Az.s%@"
massy,"m""as.i"
mastectomies,"ma.st""Ek.t@.miz"
masterless,"m""a.st@`.l@s"
masterliness,"m""a.st@`.li.n@s"
masterminded,"m""a.st@`.m%aIn4.@d"
masterminds,"m""a.st@`.m%aIndz"
MASTERPICE,"""mast@`.%paIs"
masterships,"m""a.st@`.S%Ips"
masterstroke,"m""a.st@`.str%ok"
masterstrokes,"m""a.st@`.str%oks"
masterwork,"m""a.st@`.w%3`k"
masterworks,"m""a.st@`.w%3`ks"
mastheads,"m""ast.h%Edz"
mastic,"m""a.stIk"
masticated,"m""a.st@.k%e4.@d"
masticates,"m""a.st@.kets"
masticating,"m""a.st@.k%e4.IN"
mastiffs,"m""a.stIfs"
mastitis,"ma.st""aI.4@s"
mastoid,"m""a.stOId"
MASTOIDEUS,NULL
mastoiditis,"%mastOI""daItIs"
mastoids,"m""a.stOIdz"
masturbated,"m""a.st@`.b%e4.@d"
masturbates,"m""a.st@`.bets"
masturbating,"m""a.st@`.b%e4.IN"
masturbatory,"m""a.st@`.bet.%O.ri"
MASU,NULL
MASU'S,"m""Az.j%uz"
matadors,"m""a.4@.dOrz"
MATAMORAS,"m""at%Amo.r%as"
matchboxes,"m""atS.b%Aks.@z"
matchet,"""matSIt"
matchets,"""matSIts"
matchlessly,"m""atS.l@s.li"
matchlock,"m""atS.l%Ak"
matchlocks,"m""atS.l%Aks"
matchmakers,"m""atS.m%ek.@`z"
matchsticks,"m""atS.st%Iks"
MATEO,"mAt""eo"
MATER,"m""e.4@`"
materialistically,"m@.t%I.ri@l.""Ist.Ik.li"
materialists,"m@.t""I.ri@l.Ists"
materializes,"m@.t""I.ri@l.%aIz.@z"
MATERIEL,"m@.t%I.ri.""El"
materializations,"m@.t%I.ri@l.@z.""e.Sn=z"
materializing,"m@.t""I.ri@l.%aIz.IN"
maternally,"m@.t""3`.nl=.i"
mathematicians,"m%a.T@.m@.t""I.Sn=z"
MATHESON,"m""a.T@.sn="
MATHEWSON,"m""a.Tju.sn="
MATHIAS,"m@.T""aI@s"
maths,"m""aTs"
MATHUES,"m""at.hj%uz"
MATINALS,NULL
matinees,"m%a.tn=.""ez"
matins,"m""a.tn=z"
MATISSES,NULL
MATLOWSKY,"m""at.l%o.sk%aI"
matriarchies,"m""e.tri.%Ark.iz"
matriarchs,"m""e.tri.%Arks"
matric,"m@""trik"
matrices,"m""e.trI.siz"
matricides,"m""a.trI.s%aIdz"
matrics,"m@""triks"
matriculates,"m@.tr""I.kj@.lets"
matures,"m@.tS""Urz"
matriculating,"m@.tr""I.kj@.l%e4.IN"
matriculations,"m@.tr%I.kj@.l""e.Sn=z"
matrixes,"m""e.trIks.@z"
matronly,"m""e.tr@n.li"
matrons,"m""e.tr@nz"
MATSON,"m""at.sn="
MATSU,"""matsu"
MATSUO,"mAts""uo"
MATSUO'S,NULL
MATSYENDRA,NULL
MATTATHIAS,"%mat@""TaI@s"
MATTEI,"m""ataI"
mattering,"m""a.4@`.IN"
MATTIE,"""mati"
mattock,"m""a.4@k"
mattocks,"m""at@ks"
MATUNUCK,NULL
maturated,"m""a.tS@.r%e4.@d"
maturates,"m""a.tS@.rets"
maturating,"m""a.tS@.r%e4.IN"
maturely,"m@.tS""Ur.li"
maturer,"m@.tS""Ur.@`"
maturest,"m@.tS""Ur.Ist"
matutinal,"m@""tutn=l="
MAUCH,"m""OtS"
MAUDE,"m""Od"
MAUDE'S,"m""Od%iz"
maudlin,"m""Od.lIn"
MAULDIN,"""mOldIn"
mauled,"m""Old"
mauls,"m""Olz"
maulstick,"""mOl%stIk"
maulsticks,"""mOl%stIks"
maunder,"m""On.4@`"
maundered,"m""On.4@`d"
maundering,"m""On.4@`.IN"
maunders,"m""On.4@`z"
maundies,"""mAndiz"
maundy,"""mAndi"
MAURIER,NULL
MAURINE,"mOr""ini"
Mauritanian,"m%O.rI.t""e.ni@n"
Mauritanians,"m%O.rI.t""e.ni@nz"
Mauritian,"mO.r""I.Sn="
Mauritians,"mO.r""I.Sn=z"
Mauritius,"mO.r""I.S@s"
mausoleums,"m%O.s@.l""i@mz"
mauves,"m""ovz"
mavis,"m""e.vIs"
mavises,"m""e.vIs.@z"
maw,"m""O"
mawkish,"m""O.kIS"
mawkishly,"m""O.kIS.li"
mawkishness,"m""O.kIS.n@s"
MAWR,"m""Or"
maws,"m""Oz"
MAXENTIUS,NULL
MAXIM'S,"m""aksi%Emz"
maximally,"m""ak.s@.ml=.i"
maximizations,"m%ak.s@.m@z.""e.Sn=z"
Maxims,"m""ak.sImz"
maxis,"m""aksiz"
maybeetle,"me.""bitl="
maybeetles,"me.""bitl=z"
maybug,"m""e.b%Vg"
maybugs,"m""e.b%Vgz"
maydays,"m""e.d%ez"
MAYE,"m""e"
MAYER,"m""e@`"
MAYFAIR,"m""e.fEr"
mayflies,"m""e.fl%aIz"
mayn't,"m""e@nt"
MAYNARD,"m""e.n@`d"
MAYNOR,"m""en@`"
mayoralties,"""me@`@ltiz"
mayoralty,"""me@`@lti"
mayoress,"m""e@r.@s"
mayoresses,"m""e@r.@s.@z"
mayors,"m""e@rz"
MAYORSHIP,"m""e@r.S%Ip"
maypoles,"m""e.p%olz"
mayst,"m""est"
mazed,"m""ezd"
MAZEROSKI,"m""Az%Iro.sk%i"
mazes,"m""ez.@z"
MAZOWSZE,NULL
mazurka,"m@.z""3`.k@"
mazurkas,"m@.z""3`.k@z"
McCarthy,"m@.k""Ar.Ti"
MCCORMACK,"m@.k""Or.m@k"
MCCORMICK,"m@.k""Or.mIk"
MEA,"m""i"
meadowsweet,"m""E.do.sw%it"
meads,"m""idz"
meagre,"m""i.g@`"
meagrely,"m""i.g@`.li"
meagreness,"m""i.g@`.n@s"
mealie,"""mili"
mealier,"m""il.i@`"
mealies,"""miliz"
mealiest,"m""il.i.Ist"
mealtimes,"m""il.t%aImz"
mealybugs,"m""il.i.b%Vgz"
MEALYNOSE,"m""ilin%oz"
MEALYNOSED,"m""ilin%ozd"
meanderingly,"mi.""an.4@`.IN.li"
meanderings,"mi.""an.4@`.INz"
meanders,"mi.""an.4@`z"
meaner,"m""in.@`"
MEANES,"m""i.n%Es"
meanies,"m""in.iz"
MEANIN,NULL
meaninglessly,"""minINlIsli"
meaninglessness,"m""in.IN.l@s.n@s"
meaningly,"m""in.IN.li"
meanly,"m""in.li"
MEANS'S,"m""in.%Es.@z"
MEARS,"m""Irz"
measlier,"m""iz.li.@`"
measliest,"""mizliIst"
measliness,"m""iz.li.n@s"
measureless,"m""E.Zr.l@s"
meatballs,"m""it.b%Olz"
meatier,"m""i4.i@`"
meatiest,"m""i4.i.Ist"
meatiness,"m""i4.i.n@s"
meatless,"m""it.l@s"
meccas,"m""E.k@z"
MECHANIST,"m""E.k@.nIst"
mechanistically,"m%E.k@.n""Ist.Ik.li"
mechanizations,"m%E.k@.n@z.""e.Sn=z"
mechanizes,"m""E.k@.n%aIz.@z"
mechanizing,"m""E.k@.n%aIz.IN"
MECHANOCHEMICALLY,NULL
MECHOLYL,NULL
MECUM,"m""Ek@m"
medallists,"m""E.4l=.Ists"
meddled,"m""E.4l=d"
meddler,"m""E.4l=.@`"
meddlers,"m""E.4l=.@`z"
meddles,"m""E.4l=z"
meddlesomeness,"""mEdl=s@mnEs"
MEDEA,"m@.d""i@"
MEDECINE,"""mid.%sIni"
MEDFIELD,"""mEd.%fild"
MEDFIELD'S,"m""Ed.f%ildz"
MEDIAEVALIST,"m%i.4i.""i.vl=.Ist"
medially,"m""i.4i@l.i"
medians,"m""i.4i@nz"
mediated,"m""i.4i.%e4.@d"
mediates,"m""i.4i.ets"
mediators,"m""i.4i.%e4.@`z"
MEDICALE,"m""E.4Ik.%el"
medicals,"m""E.4I.k@lz"
medicament,"m@.d""I.k@.m@nt"
medicaments,"m@.d""I.k@.m@nts"
medicated,"m""E.4@.k%e4.@d"
medicates,"m""E.4@.kets"
medicating,"m""E.4@.k%e4.IN"
medications,"m%E.4@.k""e.Sn=z"
MEDICI,"m@.d""i.tSi"
medicinally,"m@.d""I.sIn.l=.i"
MEDICIS,"m@.d""i.tSiz"
medico,"m""E.4I.ko"
MEDICO'S,"m""E.4Ik.%oz"
medicos,"m""E.4I.koz"
meditates,"m""E.4@.tets"
meditatively,"m""E.4@.t%e4.Iv.li"
MEDIUMISTIC,"m%i.4i@m.""I.stIk"
MEDIUMSHIP,"m""i.4i@m.S%Ip"
macerated,"m""a.s@`.r%e4.@d"
macerates,"m""a.s@`.rets"
macerating,"m""a.s@`.ret.IN"
maceration,"m%a.s@`.r""e.Sn="
maces,"m""es.@z"
Mach,"m""ak"
MACH'T,NULL
MACHADO,"m@tS""Ado"
machetes,"m@.S""E.4iz"
machinated,"m""a.kI.net.@d"
machinates,"m""a.kI.nets"
machinating,"m""a.kI.net.IN"
machinations,"m%a.kI.n""e.Sn=z"
machined,"m@.S""ind"
machineguns,"m@.S""in.g%Vnz"
machining,"m@.S""in.IN"
mackerels,"m""a.kr@lz"
MACKEY,"m""a.ki"
MACKINAC,NULL
MACKINACK,"m""ak%In%ak"
mackintoshes,"m""a.kIn.t%AS.@z"
MACKLIN,"m""akl%In"
MACKLIN'S,"m""akl%Inz"
macks,"m""aks"
MACMILLAN,"m@k.m""I.l@n"
MACNEFF,"m""ak.n%Ef"
MACON,"mA.k""on"
macrocosms,"m""a.kr@.k%A.zm=z"
MACROMOLECULES,"m%a.kro.m""A.l@.kjulz"
MACROPATHOLOGICAL,"m""a.kro.p%a.T@.l%A.dZIk.l="
MACROPATHOLOGY,"m""a.kro.p@.T%A.l@.dZi"
macs,"m""aks"
MACWHYTE,"m""ak.w%aIt"
Madagascans,"m""ad.%A.g@.sk%anz"
MADAMA,NULL
madams,"m""a.4@mz"
MADARIPUR,"m""ad%Ari.p%@`"
madcaps,"""mad%kaps"
MADDALENA,"mAdAl""En@"
MADDEN'S,NULL
maddened,"m""ad.n=d"
maddens,"m""ad.n=z"
madder,"m""a4.@`"
maddest,"m""a4.Ist"
MADDING,"m""a4.IN"
Madeira,"m@.d""I.r@"
Madeiras,"m@.d""I.r@z"
madhouses,"m""ad.h%aUz.@z"
madras,"m@.dr""as"
MADRIGALING,"m""adr@g@l%IN"
MADSTONES,"m""adst%onz"
madwomen,"m""ad.w%I.mIn"
MAE,"m""e"
MAE'S,"m""ez"
MAECKER,NULL
maelstroms,"m""el.str@mz"
maenad,"""minad"
maenads,"""minadz"
maestri,"mA""Estri"
maestros,"m""aI.stroz"
MAETERLINCK,"""met@`%lINk"
maffick,"""mafIk"
mafficked,"""mafIkt"
mafficking,"""mafIkIN"
mafficks,"""mafIks"
mafias,"m""A.fi@z"
MAGARRELL,NULL
MAGEE,"m@g""i"
MAGET,NULL
magisterially,"m%a.dZ@.st""I.ri@l.i"
magnanimities,"m%ag.n@.n""I.m@.4iz"
magnanimously,"mag.n""a.n@.m@s.li"
magnetization,"m%ag.n@4.@z.""e.Sn="
magnetizes,"m""ag.n@t.%aIz.@z"
magnetizing,"m""ag.n@t.%aIz.IN"
magneto,"mag.n""i.4o"
magnetos,"mag.n""i.4oz"
magnets,"m""ag.n@ts"
Magnificat,"mag""nIfI%kat"
magnifications,"m%ag.n@.f@.k""e.Sn=z"
magnifier,"m""ag.n@.faI@`"
magnifiers,"m""ag.n@.faI@`z"
magniloquence,NULL
magniloquent,"mag""nIl@kw@nt"
magniloquently,"mag""nIl@kw@ntli"
Magnol,NULL
magnolias,"mag.n""o.lj@z"
magnums,"m""ag.n@mz"
MAGOG,"m""e.gAg"
MAGOUN,NULL
mags,"m""agz"
MAGUIRE,"m@.gw""aIr"
MAGUIRES,NULL
magus,"""meg@s"
MAGWITCH,"m""ag.w%ItS"
MAGWITCH'S,"m""ag.w%ItS.@z"
Magyar,"m""ag.jAr"
Magyars,"m""ag.jArz"
MAH,"m""A"
maharajah,"m%A.h@`.r""A.dZ@"
maharajahs,"m%A.h@`.r""A.dZ@z"
maharani,"m%A.h@`.r""a.ni"
maharanis,"m%A.h@`.r""a.niz"
mahatma,"m@.h""At.m@"
mahatmas,"m@.h""At.m@z"
MAHAYANA,"m%A.h@.j""a.n@"
MAHAYANIST,"%mAh@""jAnIst"
MAHLER,"m""A.l@`"
MAHLER'S,"m""Al@`z"
MAHMOUD,"m""amud"
mahoganies,"m@.h""A.g@.niz"
MAHONE,"m""ah@n"
mahout,"m@.h""aUt"
mahouts,"m@.h""aUts"
MAHT,NULL
MAHUA,"""mAhwA"
MAHZEER,NULL
MAHZEER'S,"m""A.z%i%Arz"
MAI,"""me"
MAI'TEIPA,NULL
maidenhair,"m""e.dn=.h%Er"
maidenlike,"m""e.dn=.l%aIk"
maidenly,"m""e.dn=.li"
maidservants,"m""ed.s%3`v.n=ts"
MAIER,"""maI@`"
mailbags,"m""el.b%agz"
mailboats,"m""el.b%ots"
mailmen,"m""el.m%En"
maiming,"m""em.IN"
maims,"m""emz"
mainlined,"m""en.l%aInd"
mainlines,"m""en.l%aInz"
mainlining,"m""en.l%aIn.IN"
mainmasts,"""men%masts"
mainsails,"m""en.s%elz"
mainsprings,"m""en.spr%INz"
mainstays,"m""en.st%ez"
maintainable,"men.t""en.@.bl="
MAIS,"m""ez"
maisonette,"m%e.zn=.""Et"
maisonettes,"m%e.zn=.""Ets"
maisonnette,"m%e.zn=.""Et"
maisonnettes,"m%e.zn=.""Ets"
MAITLAND,"m""et.l@nd"
MAITLAND'S,NULL
MAITRE,"m""e.tr@"
MAITRES,"""me.%trEs"
MAJ,"m""adZ"
MAJDANEK,"m""adZ.d%anIk"
MAJESTERIAL,"m""adZ%Est.r%aI@l"
majestical,NULL
majolica,"m@""dZAl@k@"
majordomo,"%medZ@`""domo"
majordomos,"%medZ@`""domoz"
majorette,"m%e.dZ@`.r""Et"
majorettes,"m%e.dZ@`.r""Ets"
MAJUH,NULL
MAKEPEACE,"m""ek.pis"
makeweight,"""mek%wet"
makeweights,"""mek%wets"
MAKU,NULL
MAL,"m""al"
MALABAR,"m""a.l@.b%Ar"
malachite,"m""a.l@.kaIt"
maladroitly,"m%al.@.dr""OIt.li"
maladroitness,"m%al.@.dr""OIt.n@s"
malaises,"ma.l""ez.@z"
MALAMUD,"""mal@m@d"
Malaprop,"m""a.l@.pr%Ap"
malapropisms,"m""a.l@.pr%Ap.I.zm=z"
malarial,"m@.l""E.ri@l"
Malawi,"m@.l""A.wi"
Malawian,"m""Al@.w%aI@n"
Malawians,"mA""lAwi%@nz"
Malay,"m@.l""e"
Malaya,"m@.l""e@"
Malayan,"m@.l""e@n"
Malayans,"m@.l""e@nz"
Malays,"m@.l""ez"
Malaysian,"m@.l""e.Zn="
Malaysians,"m@.l""e.Zn=z"
malcontented,"m%al.k@n.t""En4.@d"
malcontents,"m""al.k@n.t%Ents"
MALDEN,"m""Ol.dn="
maledictions,"m%a.l@.d""Ik.Sn=z"
malefactor,"m""a.l@.f%ak.t@`"
malefactors,"m""a.l@.f%ak.t@`z"
maleficence,"m@""lEfIs@ns"
maleficent,"m@""lEfIs@nt"
MALENKOV,"""mAl@n%kOf"
MALESHERBES,"m""al%ES%@`bz"
malevolently,"m@.l""E.v@.l@nt.li"
malfeasance,"mal""fiz@ns"
malfeasances,"mal""fiz@ns@z"
malfunctioned,"m%al.f""VNk.Sn=d"
malfunctions,"m%al.f""VNk.Sn=z"
MALIA,"m""Ali@"
Malian,"m""al.%i@n"
Malians,"m""al.%i@nz"
malignantly,"m@.l""Ig.n=.@nt.li"
maligning,"m@.l""aIn.IN"
malignities,"m@.l""Ig.n@.4iz"
malignity,"m@.l""Ig.n@.4i"
maligns,"m@.l""aInz"
malingered,"m@.l""IN.g@`d"
malingerer,"m@.l""IN.g@`.@`"
malingerers,"m@.l""IN.g@`.@`z"
malingering,"m@.l""IN.g@`.IN"
malingers,"m@.l""IN.g@`z"
MALINOVSKY,"%mAlI""nOfskI"
mallards,"m""a.l@`dz"
malleability,"m%a.li@.b""Il.@.4i"
mallets,"m""a.l@ts"
MALLINCKRODT,"m""alINkr%At"
MALLORY,"m""a.l@`.ri"
MALLORY'S,"m""al.l%Or.w%aIz"
mallow,"m""a.lo"
mallows,"m""a.loz"
malls,"m""Olz"
MALMESBURY,"""mAmzbEri"
MALMROS,"m""Am.r%Os"
malmsey,"""mAmzi"
MALMUD,"m""al.m%Vd"
MALOCCLUSION,"m%al.@.kl""u.Zn="
MALONE,"m@.l""on"
MALPOSED,"mal.p""ozd"
malpractices,"m%al.pr""ak.t@s.@z"
MALRAUX,"mal""Ro"
MALRAUX'S,"m""al.r%aU%Eks@z"
Malthusian,"mal""Tjuzi@n"
malting,"m""Olt.IN"
maltreated,"mal.tr""i4.@d"
maltreating,"mal.tr""i4.IN"
maltreats,"mal.tr""its"
malts,"m""Olts"
maltster,"""mAltst@`"
maltsters,"""mAltst@`z"
malversation,"%malv@`""seS@n"
mam,"m""am"
MAMARONECK,"m@""mar@%nEk"
mamas,"m""A.m@z"
mambas,"m""Amb@z"
mambos,"m""am.boz"
MAME,"m""em"
mammies,"m""a.miz"
mammon,"m""a.m@n"
mammoths,"m""a.m@Ts"
mammy,"m""a.mi"
mams,"m""amz"
MANA,"m""a.n@"
manacled,"m""a.n@.kl=d"
manacles,"m""a.n@.kl=z"
manacling,"m""a.n@.kl=.IN"
manageability,"m%a.n@dZ.@.b""Il.@.4i"
manageress,"m""a.n@dZ.@`.@s"
manageresses,"m""a.n@dZ.@`.@s.@z"
MANAGUA,"m@.n""A.gw@"
MANAS,"""man@s"
MANASSAS,"m@""nas@s"
manatees,"m%a.n@.t""iz"
MANDAMUS,"man.d""e.m@s"
mandarins,"m""an.4@`.rInz"
mandates,"m""an.dets"
mandating,"m""an.de4.IN"
mandatories,"""mand@%toriz"
MANDERSCHEID,"m""and@`S%aId"
MANDHATA,NULL
mandibles,"m""an.4@.bl=z"
MANDO,NULL
mandolins,"m""an.4@.lInz"
mandragora,"man""drag@`@"
mandrake,"m""an.drek"
mandrakes,"m""an.dreks"
MANDREL,"m""an.dr@l"
mandrill,"m""an.drIl"
mandrills,"m""an.drIlz"
MANERET,"m""en.r%Et"
MANFRED,"m""an.fr@d"
manful,"m""an.fl="
