Word,WordNet,MacMillan
eradicator,1,NA
eras,NA,NA
erasable,1,NA
erase,3,2
erased,NA,NA
eraser,1,2
erasers,NA,NA
erases,NA,NA
erasing,NA,NA
erasmus,1,NA
erasure,3,NA
erasures,NA,NA
erat,NA,NA
erbium,1,NA
erd,NA,NA
ere,NA,0
erebus,1,NA
erect,4,4
erected,NA,NA
erectile,2,1
erecting,1,NA
erection,3,2
erections,NA,NA
erectly,1,NA
erector,NA,NA
erf,NA,NA
erg,1,NA
ergo,1,NA
ergonomic,1,1
ergonomically,NA,NA
ergot,2,NA
ergotism,1,NA
eric,NA,NA
erica,1,NA
ericas,NA,NA
erie,3,NA
erika,NA,NA
erin,1,NA
eris,1,NA
erk,NA,NA
ermine,2,2
ermined,NA,NA
ermines,NA,NA
ern,1,NA
ernest,NA,NA
erode,2,2
eroded,1,NA
erodent,NA,NA
eroding,1,NA
erogenous,1,NA
eros,2,NA
erosion,4,2
erosions,NA,NA
erosive,2,NA
erotic,2,1
erotica,1,1
erotical,NA,NA
erotically,1,NA
eroticism,2,1
eroticize,1,NA
erotics,NA,NA
erotogenic,NA,NA
erotomania,NA,NA
err,2,1
errand,1,1
errands,NA,NA
errant,2,3
errantly,NA,NA
errantry,NA,NA
erratic,3,1
erratically,1,NA
erratum,1,1
erred,NA,NA
erring,1,NA
erroneous,1,1
erroneously,1,NA
error,7,2
errorless,1,NA
errors,NA,NA
errs,NA,NA
ers,NA,NA
ersatz,2,2
erstwhile,2,1
erucic,NA,NA
erudite,1,1
erudition,1,1
erupt,8,3
erupted,NA,NA
erupting,NA,NA
eruption,6,NA
eruptions,NA,NA
eruptive,3,NA
erupts,NA,NA
erythema,1,NA
erythematous,1,NA
erythroblastosis,1,NA
erythrocyte,1,NA
erythrocytes,NA,NA
erythromycin,1,NA
erythrosine,NA,NA
es,1,NA
esau,1,NA
esc,NA,NA
escadrille,2,NA
escadrilles,NA,NA
escalade,2,NA
escalades,NA,NA
escalan,NA,NA
escalate,1,2
escalated,NA,NA
escalates,NA,NA
escalating,NA,NA
escalation,1,NA
escalations,NA,NA
escalator,2,1
escalators,NA,NA
escalope,NA,NA
escalopes,NA,NA
escapable,NA,NA
escapade,2,1
escapades,NA,NA
escape,15,6
escaped,1,1
escapee,1,1
escapees,NA,NA
escaper,NA,NA
escapes,NA,NA
escaping,NA,NA
escapism,1,1
escapist,1,NA
escapology,1,NA
escargot,1,NA
escargots,NA,NA
escarole,1,1
escarpment,2,1
eschar,1,NA
escharotic,NA,NA
escheated,NA,NA
eschew,1,1
eschewed,NA,NA
eschewing,NA,NA
eschews,NA,NA
escobedo,NA,NA
escort,6,5
escorted,NA,NA
escorting,NA,NA
escorts,NA,NA
escrow,1,1
escudero,NA,NA
escudos,NA,NA
escuela,NA,NA
escutcheon,3,1
esd,NA,NA
ese,1,NA
eses,NA,NA
eskimo,2,NA
eskimos,NA,NA
esmeralda,NA,NA
esophageal,1,NA
esophagectomy,NA,NA
esophagi,NA,NA
esophagitis,1,NA
esophagoscopy,NA,NA
esophagus,1,1
esoteric,1,1
esp,1,NA
espace,NA,NA
espadrille,1,NA
espadrilles,NA,NA
espagnole,1,NA
espanol,NA,NA
espanoles,NA,NA
espece,NA,NA
especial,1,1
especially,2,4
esperanto,1,NA
espionage,1,1
esplanade,1,1
espouse,3,1
espoused,NA,NA
espouses,NA,NA
espousing,NA,NA
espressivo,NA,NA
espresso,1,1
espressos,NA,NA
esprit,1,NA
espundia,NA,NA
espy,1,NA
esq,1,NA
esquire,2,NA
ess,NA,NA
essay,4,3
essays,NA,NA
esse,NA,NA
essence,4,2
essences,NA,NA
essential,6,4
essentially,1,2
essentials,NA,NA
est,1,NA
establish,8,4
established,5,2
establishes,NA,NA
establishing,NA,NA
establishment,7,3
establishments,NA,NA
estadio,NA,NA
estado,NA,NA
estate,3,5
estates,NA,NA
esteem,5,1
esteemed,1,1
esteems,NA,NA
ester,1,NA
esther,2,NA
esthetic,4,NA
esthetically,1,NA
estimable,3,1
estimate,7,3
estimated,NA,NA
estimates,NA,NA
estimating,NA,NA
estimation,4,1
estimations,NA,NA
estonia,1,NA
estonian,2,NA
estopped,NA,NA
estoppel,1,NA
estrada,NA,NA
estragon,2,NA
estrange,2,NA
estranged,1,2
estrangement,2,NA
estrangements,NA,NA
estrin,NA,NA
estrogen,1,1
estrogens,NA,NA
estuary,1,1
esu,NA,NA
et,NA,NA
eta,2,NA
etang,NA,NA
etas,NA,NA
etc,NA,NA
etcetera,2,NA
etch,5,1
etched,1,NA
etcher,1,NA
etching,3,1
etchings,NA,NA
eten,NA,NA
eteocles,NA,NA
eternal,2,1
eternalization,NA,NA
eternally,1,2
eterne,NA,NA
eternities,NA,NA
eternity,3,2
eth,NA,NA
ethanol,1,1
ethel,NA,NA
ether,4,2
ethereal,4,1
etheric,NA,NA
ethernet,1,NA
ethers,NA,NA
ethic,2,2
ethical,3,2
ethically,1,NA
ethics,2,NA
ethiop,NA,NA
ethiopia,1,NA
ethiopian,2,NA
ethiopians,NA,NA
ethmoid,1,NA
ethnic,3,2
ethnically,1,NA
ethnicity,1,1
ethnocentric,1,1
ethnographic,1,NA
ethos,1,1
ethyl,1,NA
ethylene,1,NA
etiological,2,NA
etiology,2,2
etiquette,1,1
etna,2,NA
etoile,NA,NA
eton,NA,NA
etruria,1,NA
etruscan,1,NA
etudes,NA,NA
ety,NA,NA
etymological,1,NA
etymologically,NA,NA
etymology,2,1
eu,2,NA
eucalypti,NA,NA
eucalyptus,2,1
eucharist,1,NA
euchring,NA,NA
euclid,1,NA
euclidean,1,NA
euclidian,1,NA
eudaemon,1,NA
eudaemonic,1,NA
eugene,2,NA
eugenia,1,NA
eugenics,1,1
eugenism,NA,NA
eulogies,NA,NA
eulogize,1,1
eulogized,NA,NA
eulogizing,NA,NA
eulogy,2,2
eunuch,1,1
eunuchs,NA,NA
euphemism,1,1
euphemisms,NA,NA
euphemistic,1,1
euphemistically,1,NA
euphonious,2,NA
euphony,1,NA
euphoria,1,1
euphoric,1,1
euphrates,1,NA
eurasia,1,NA
eurasian,2,NA
eureka,2,NA
euripides,1,NA
euro,1,1
eurocentric,1,NA
eurodollar,1,NA
europa,1,NA
europe,3,NA
european,2,NA
europeans,NA,NA
euros,NA,NA
eurydice,1,NA
eustachian,NA,NA
euthanasia,1,1
euthanasy,NA,NA
euthanize,NA,NA
euthanized,NA,NA
euthanizing,NA,NA
evacuate,5,2
evacuated,NA,NA
evacuates,NA,NA
evacuating,NA,NA
evacuation,3,2
evacuations,NA,NA
evacuees,NA,NA
evade,4,3
evaded,NA,NA
evader,NA,NA
evades,NA,NA
evading,NA,NA
eval,NA,NA
evaluate,2,1
evaluated,NA,NA
evaluates,NA,NA
evaluating,NA,NA
evaluation,2,3
evaluations,NA,NA
evaluator,1,1
evaluators,NA,NA
evanescence,1,NA
evangelical,3,2
evangelicals,NA,NA
evangelion,NA,NA
evangelise,2,NA
evangelised,NA,NA
evangelism,1,NA
evangelist,2,2
evangelistic,2,NA
evangelists,NA,NA
evans,2,NA
evaporate,4,2
evaporated,1,NA
evaporates,NA,NA
evaporating,NA,NA
evaporation,2,NA
evaporator,NA,NA
evaporators,NA,NA
evasion,4,2
evasions,NA,NA
evasive,2,1
evasiveness,1,NA
eve,4,NA
even,14,5
evened,NA,NA
evenhanded,1,NA
evening,3,2
evenings,NA,NA
evenly,2,4
evens,NA,NA
evensong,2,NA
event,4,2
eventful,2,1
eventide,1,NA
eventration,1,NA
events,NA,NA
eventual,1,1
eventualities,NA,NA
eventuality,1,1
eventually,1,1
eventuate,1,NA
eveque,NA,NA
ever,3,2
everest,1,NA
everglade,NA,NA
everglades,1,NA
evergreen,2,3
evergreens,NA,NA
everlasting,3,1
everlastingly,1,NA
everly,NA,NA
evermore,2,1
evert,2,NA
every,2,NA
everybody,NA,NA
everyday,3,1
everyman,1,NA
everymen,NA,NA
everyone,NA,NA
everyplace,1,NA
everything,NA,NA
everyway,NA,NA
everywhere,1,3
everywheres,NA,NA
everywoman,NA,NA
eves,NA,NA
evict,2,1
evicted,NA,NA
evicting,NA,NA
eviction,2,1
evictions,NA,NA
evicts,NA,NA
evidence,6,2
evidenced,1,NA
evidences,NA,NA
evident,2,1
evidential,1,NA
evidentially,NA,NA
evidentiary,2,NA
evidently,1,2
evil,6,5
evildoer,1,NA
evildoers,NA,NA
evildoing,1,NA
eviler,NA,NA
evilest,NA,NA
evilly,1,NA
evilness,1,NA
evils,NA,NA
evinced,NA,NA
evinces,NA,NA
evincing,NA,NA
eviscerate,5,2
eviscerated,NA,NA
eviscerates,NA,NA
eviscerating,NA,NA
evisceration,3,NA
eviscerator,NA,NA
evitable,1,NA
evite,NA,NA
evocation,3,1
evocative,1,2
evoke,5,1
evoked,1,NA
evokes,NA,NA
evoking,NA,NA
evolution,2,2
evolutional,NA,NA
evolutionary,1,2
evolutionist,1,1
evolutions,NA,NA
evolve,3,2
evolved,NA,NA
evolvement,NA,NA
evolves,NA,NA
evolving,NA,NA
ew,1,NA
ewe,3,1
ewes,NA,NA
ewing,NA,NA
ex,4,1
exacerbate,2,1
exacerbated,NA,NA
exacerbates,NA,NA
exacerbating,1,NA
exacerbation,2,NA
exact,4,4
exacta,1,NA
exacted,NA,NA
exacting,3,2
exactingly,NA,NA
exaction,1,NA
exactions,NA,NA
exactitude,1,1
exactly,3,3
exactness,1,NA
exacts,NA,NA
exaggerate,2,2
exaggerated,2,2
exaggerates,NA,NA
exaggerating,NA,NA
exaggeration,3,1
exaggerations,NA,NA
exaggerator,NA,NA
exalt,4,2
exaltation,4,3
exalted,1,2
exalting,1,NA
exalts,NA,NA
exam,1,2
examen,2,NA
examination,5,3
examinations,NA,NA
examine,5,3
examined,NA,NA
examiner,2,1
examiners,NA,NA
examines,NA,NA
examining,NA,NA
example,6,3
examples,NA,NA
exams,NA,NA
exasperate,3,1
exasperated,1,1
exasperating,2,1
exasperation,2,1
excalibur,1,NA
excavate,4,1
excavated,NA,NA
excavating,NA,NA
excavation,4,1
excavations,NA,NA
excavator,2,2
excavators,NA,NA
exceed,3,1
exceeded,NA,NA
exceeding,1,NA
exceedingly,1,2
exceeds,NA,NA
excel,1,1
excelente,NA,NA
excelled,NA,NA
excellence,2,2
excellencies,NA,NA
excellency,2,NA
excellent,1,2
excellently,1,NA
excelling,NA,NA
excels,NA,NA
excelsior,1,NA
except,2,NA
excepted,NA,NA
excepting,NA,0
exception,3,1
exceptional,3,3
exceptionally,1,2
exceptions,NA,NA
excepts,NA,NA
excercise,NA,NA
excerpt,2,1
excerpts,NA,NA
excess,5,6
excesses,NA,NA
excessive,2,1
excessively,1,NA
exchange,17,9
exchanged,1,NA
exchanger,1,NA
exchanges,NA,NA
exchanging,NA,NA
exchequer,1,NA
excided,NA,NA
excise,4,1
excised,NA,NA
excising,NA,NA
excision,4,NA
excitability,2,NA
excitable,2,1
excitation,3,NA
excitatory,1,NA
excite,8,3
excited,4,3
excitedly,1,NA
excitement,4,2
excitements,NA,NA
exciter,NA,NA
excites,NA,NA
exciting,2,1
excitingly,1,NA
exclaim,2,1
exclaimed,NA,NA
exclaiming,1,NA
exclaims,NA,NA
exclamation,3,1
exclamatory,1,NA
exclude,5,3
excluded,NA,NA
excluders,NA,NA
excludes,NA,NA
excluding,NA,0
exclusion,4,3
exclusionary,NA,NA
exclusions,NA,NA
exclusive,4,3
exclusively,1,1
exclusiveness,1,NA
exclusives,NA,NA
exclusivity,NA,NA
excommunicate,2,1
excommunicated,NA,NA
excommunicating,NA,NA
excommunication,2,NA
excoriated,NA,NA
excoriates,NA,NA
excoriation,2,NA
excrement,1,1
excremental,NA,NA
excrementitious,NA,NA
excrements,NA,NA
excreta,1,1
excrete,1,1
excreted,NA,NA
excretes,NA,NA
excreting,1,NA
excretion,2,1
excretions,NA,NA
excruciate,2,NA
excruciating,1,2
excruciatingly,1,NA
exculpate,1,1
exculpatory,1,NA
excursion,2,1
excursions,NA,NA
excursus,1,NA
excusable,2,1
excuse,9,5
excused,1,NA
excuser,1,NA
excuses,NA,NA
excusing,NA,NA
exeat,NA,NA
exec,1,1
execrable,3,1
execrate,2,NA
execs,NA,NA
executable,1,1
execute,7,4
executed,1,NA
executes,NA,NA
executing,1,NA
execution,7,3
executioner,1,1
executioners,NA,NA
executions,NA,NA
executive,4,5
executives,NA,NA
executor,1,1
executors,NA,NA
executrix,1,NA
exemplar,1,NA
exemplars,NA,NA
exemplary,3,2
exemplified,NA,NA
exemplifies,NA,NA
exemplify,2,1
exemplifying,1,NA
exempt,4,2
exempted,NA,NA
exemption,3,1
exemptions,NA,NA
exempts,NA,NA
exercise,11,9
exercised,NA,NA
exerciser,1,NA
exercises,NA,NA
exercising,1,NA
exert,3,2
exerted,NA,NA
exerting,NA,NA
exertion,1,1
exertions,NA,NA
exerts,NA,NA
exes,NA,NA
exeunt,NA,NA
exfiltrate,2,1
exfiltration,NA,NA
exfoliate,5,1
exfoliated,NA,NA
exfoliates,NA,NA
exfoliating,NA,NA
exfoliation,2,NA
exhalation,2,NA
exhalations,NA,NA
exhale,2,NA
exhaled,NA,NA
exhales,NA,NA
exhaling,NA,NA
exhaust,7,4
exhausted,3,2
exhausting,2,1
exhaustion,3,2
exhaustive,1,1
exhaustively,1,NA
exhausts,NA,NA
exhibit,6,6
exhibited,NA,NA
exhibiting,NA,NA
exhibition,2,2
exhibitionism,2,NA
exhibitionist,2,2
exhibitionists,NA,NA
exhibitions,NA,NA
exhibitor,1,1
exhibitors,NA,NA
exhibits,NA,NA
exhilarate,1,1
exhilarated,1,1
exhilarating,2,1
exhilaration,1,NA
exhortation,2,NA
exhortations,NA,NA
exhorting,NA,NA
exhumating,NA,NA
exhumation,1,NA
exhumations,NA,NA
exhume,1,1
exhumed,NA,NA
exhuming,NA,NA
exigencies,NA,NA
exigent,2,1
exile,4,3
exiled,NA,NA
exiles,NA,NA
exiling,NA,NA
exist,2,2
existed,NA,NA
existence,2,2
existences,NA,NA
existent,3,1
existential,3,1
existentialism,1,NA
existentialist,2,1
existentialists,NA,NA
existing,3,1
exists,NA,NA
exit,6,6
exited,NA,NA
exiting,NA,NA
exits,NA,NA
exmoor,2,NA
exobiological,NA,NA
exobiologist,NA,NA
exobiologists,NA,NA
exobiology,1,NA
exoccipital,NA,NA
exocrine,2,NA
exodus,2,1
exonerate,1,1
exonerated,1,NA
exonerates,NA,NA
exonerating,NA,NA
exoneration,2,NA
exorbitant,1,1
exorcise,1,2
exorcised,NA,NA
exorcising,NA,NA
exorcism,1,2
exorcisms,NA,NA
exorcist,2,1
exorcists,NA,NA
exorcize,1,NA
exorcized,NA,NA
exoskeleton,1,1
exoskeletons,NA,NA
exothermal,1,NA
exothermic,1,1
exotic,2,1
exotica,NA,NA
exotically,NA,NA
exotics,NA,NA
exp,NA,NA
expand,7,5
expandable,2,1
expanded,1,NA
expander,NA,NA
expanding,NA,NA
expands,NA,NA
expanse,3,1
expansion,4,4
expansionism,1,NA
expansionist,1,1
expansionistic,NA,NA
expansions,NA,NA
expansive,4,2
expansiveness,2,NA
expat,1,1
expatriate,3,1
expatriates,NA,NA
expats,NA,NA
expect,6,3
expectable,1,NA
expectancy,2,1
expectant,2,2
expectantly,1,NA
expectation,4,2
expectations,NA,NA
expected,1,1
expecting,NA,NA
expectorant,1,1
expectorated,NA,NA
expectorating,NA,NA
expectoration,2,NA
expects,NA,NA
expedience,2,NA
expediency,1,1
expedient,3,2
expediently,1,NA
expedite,2,1
expedited,NA,NA
expediter,NA,NA
expediting,NA,NA
expedition,5,3
expeditionary,1,NA
expeditions,NA,NA
expeditious,1,1
expeditiously,1,NA
expel,4,2
expelled,NA,NA
expelling,1,NA
expels,NA,NA
expend,2,1
expendable,2,1
expendables,NA,NA
expended,NA,NA
expender,1,NA
expendible,NA,NA
expending,1,NA
expenditure,3,2
expenditures,NA,NA
expense,4,3
expenses,NA,NA
expensive,1,2
expensively,1,NA
experience,8,5
experienced,1,1
experiencer,NA,NA
experiences,NA,NA
experiencing,NA,NA
experiment,5,4
experimental,3,2
experimentally,1,NA
experimentation,2,1
experimentations,NA,NA
experimented,NA,NA
experimenter,2,NA
experimenting,NA,NA
experiments,NA,NA
expert,3,3
expertise,1,1
expertly,1,NA
experts,NA,NA
expiate,1,1
expiated,NA,NA
expiating,NA,NA
expiation,2,NA
expiatory,1,NA
expirate,NA,NA
expiration,3,1
expiratory,1,NA
expire,3,2
expired,1,NA
expires,NA,NA
expiring,NA,NA
expiry,2,1
explain,3,2
explainable,1,NA
explained,NA,NA
explainer,NA,NA
explaining,NA,NA
explains,NA,NA
explanation,3,2
explanations,NA,NA
explanatory,1,1
expletive,2,1
expletives,NA,NA
explicable,1,1
explicating,NA,NA
explication,2,NA
explicit,2,2
explicitly,1,NA
explode,10,5
exploded,1,1
exploder,NA,NA
exploders,NA,NA
explodes,NA,NA
exploding,NA,NA
exploit,4,4
exploitable,NA,NA
exploitation,2,2
exploitations,NA,NA
exploitative,1,1
exploited,2,NA
exploiter,1,NA
exploiters,NA,NA
exploiting,NA,NA
exploitive,1,NA
exploits,NA,NA
exploration,3,2
explorations,NA,NA
exploratory,1,1
explore,4,2
explored,NA,NA
explorer,2,1
explorers,NA,NA
explores,NA,NA
exploring,NA,NA
explosion,7,4
explosions,NA,NA
explosive,4,7
explosively,2,NA
explosiveness,NA,NA
explosives,NA,NA
expo,1,1
exponent,3,3
exponential,2,NA
exponentially,1,NA
exponents,NA,NA
export,4,5
exportation,2,NA
exported,NA,NA
exporter,1,1
exporting,1,NA
exports,NA,NA
expos,NA,NA
exposable,NA,NA
expose,10,5
exposed,2,3
exposes,NA,NA
exposing,NA,NA
exposition,4,2
expositional,NA,NA
expositions,NA,NA
exposure,10,8
exposures,NA,NA
expound,2,1
expounded,NA,NA
expounding,1,NA
express,13,7
expressed,2,NA
expresses,NA,NA
expressible,1,NA
expressing,NA,NA
expression,9,4
expressional,NA,NA
expressionism,1,1
expressionist,2,NA
expressionistic,1,NA
expressionless,1,1
expressions,NA,NA
expressive,1,2
expressively,1,NA
expressiveness,1,NA
expressly,1,2
expresso,NA,1
expressway,1,1
expressways,NA,NA
expropriated,NA,NA
expropriation,1,NA
expulse,NA,NA
expulsion,3,2
expulsive,NA,NA
expunge,1,1
expunged,NA,NA
exquisite,4,3
exquisitely,1,NA
exsanguinated,NA,NA
exsanguination,NA,NA
ext,NA,NA
extant,1,1
extbook,NA,NA
extemporaneous,1,1
extemporaneously,1,NA
extemporary,1,NA
extempore,2,1
extend,17,6
extendable,1,NA
extended,5,2
extender,NA,NA
extenders,NA,NA
extending,NA,NA
extends,NA,NA
extensible,1,NA
extension,12,9
extensions,NA,NA
extensive,3,3
extensively,1,NA
extensor,1,NA
extensors,NA,NA
extent,2,3
extenuate,1,NA
extenuating,1,NA
exterior,3,3
exteriorize,2,NA
exteriorizing,NA,NA
exteriors,NA,NA
exterminate,2,1
exterminated,1,NA
exterminates,NA,NA
exterminating,NA,NA
extermination,2,NA
exterminator,1,NA
exterminators,NA,NA
external,5,2
externalised,NA,NA
externalization,2,NA
externalized,NA,NA
externalizing,NA,NA
externally,2,NA
extinct,3,2
extincted,NA,NA
extinction,6,1
extine,NA,NA
extinguish,5,2
extinguished,1,NA
extinguisher,1,1
extinguishers,NA,NA
extinguishes,NA,NA
extinguishing,1,NA
extol,1,1
extolled,NA,NA
extolling,NA,NA
extols,NA,NA
extorsion,NA,NA
extort,3,1
extorted,NA,NA
extorting,NA,NA
extortion,3,1
extortionate,1,1
extortionist,1,NA
extortionists,NA,NA
extortions,NA,NA
extra,7,6
extract,10,4
extracted,NA,NA
extracting,NA,NA
extraction,3,1
extractions,NA,NA
extractor,3,1
extracts,NA,NA
extracurricular,3,2
extradite,1,1
extradited,NA,NA
extraditing,NA,NA
extradition,1,1
extraditions,NA,NA
extradural,1,NA
extrajudicial,1,1
extralegal,1,NA
extramarital,1,1
extraneous,4,2
extraordinaire,1,NA
extraordinarily,1,2
extraordinary,3,2
extrapolate,3,2
extrapolated,NA,NA
extrapolating,NA,NA
extrapolation,2,NA
extrapolations,NA,NA
extras,NA,NA
extrasensory,1,NA
extraterrestrial,2,2
extraterrestrials,NA,NA
extravagance,3,2
extravagances,NA,NA
extravagant,2,2
extravagantly,3,NA
extravaganza,1,1
extravaganzas,NA,NA
extravasated,NA,NA
extravehicular,NA,NA
extreme,6,6
extremely,2,1
extremes,NA,NA
extremest,NA,NA
extremis,NA,NA
extremism,1,1
extremist,2,2
extremists,NA,NA
extremities,NA,NA
extremity,5,3
extricate,1,2
extricating,NA,NA
extrication,1,NA
extrovert,2,1
extroverted,3,1
extroverts,NA,NA
extruded,NA,NA
extruder,NA,NA
extrusion,2,NA
extubate,NA,NA
extubation,NA,NA
exuberance,2,NA
exuberant,3,1
exuberantly,2,NA
exuberation,NA,NA
exudate,2,NA
exudative,NA,NA
exude,2,2
exuded,NA,NA
exudes,NA,NA
exuding,NA,NA
exultant,1,1
exultation,2,NA
exulted,NA,NA
exulting,1,NA
exurban,NA,NA
exxon,NA,NA
ey,NA,NA
eye,6,7
eyeball,2,2
eyeballed,NA,NA
eyeballing,NA,NA
eyeballs,NA,NA
eyebath,1,NA
eyebrow,1,1
eyebrows,NA,NA
eyed,1,NA
eyedrop,2,NA
eyedropper,NA,1
eyeful,2,2
eyeglass,1,2
eyeglasses,1,NA
eyeholes,NA,NA
eyeing,NA,NA
eyelash,1,1
eyelashes,NA,NA
eyeless,2,NA
eyelets,NA,NA
eyelid,1,1
eyelids,NA,NA
eyeline,NA,NA
eyeliner,1,1
eyepiece,1,1
eyepieces,NA,NA
eyes,1,NA
eyeshades,NA,NA
eyeshot,1,NA
eyesight,1,1
eyesore,1,1
eyesores,NA,NA
eyess,NA,NA
eyestrain,1,1
eyeteeth,NA,NA
eyetooth,1,NA
eyewash,1,NA
eyewear,NA,1
eyewitness,2,1
eyewitnesses,NA,NA
eyre,1,NA
eyrie,2,NA
ezekiel,2,NA
ezra,2,NA
f,4,NA
fa,1,NA
fab,1,1
fabian,3,NA
fable,3,1
fabled,1,2
fables,NA,NA
fabric,2,3
fabricate,2,2
fabricated,1,NA
fabricates,NA,NA
fabricating,NA,NA
fabrication,5,2
fabrications,NA,NA
fabricators,NA,NA
fabrics,NA,NA
fabulous,3,3
fabulously,1,2
fabulousness,NA,NA
fac,NA,NA
facade,2,2
facades,NA,NA
face,22,11
faced,1,NA
facedown,NA,NA
faceless,1,1
facelift,2,2
facelifts,NA,NA
faceplate,1,NA
facer,1,NA
faces,NA,NA
facet,2,2
facetiae,NA,NA
facetious,1,1
facetiously,1,NA
facets,NA,NA
faceup,NA,NA
facial,4,2
facially,1,NA
facials,NA,NA
facias,NA,NA
facie,NA,NA
facile,3,1
facilitate,3,1
facilitated,NA,NA
facilitates,NA,NA
facilitating,NA,NA
facilitation,3,NA
facilitator,1,1
facilitators,NA,NA
facilities,NA,NA
facility,5,4
facing,4,5
fack,NA,NA
facsimile,3,2
facsimiles,NA,NA
fact,4,3
faction,2,2
factions,NA,NA
factitious,1,1
facto,NA,NA
factoid,2,1
factoids,NA,NA
factor,10,4
factored,NA,NA
factories,NA,NA
factoring,1,NA
factors,NA,NA
factory,1,1
factotum,1,1
facts,NA,NA
factual,2,1
factually,1,NA
faculties,NA,NA
faculty,2,3
fad,1,1
faddle,NA,NA
fade,6,5
faded,2,NA
faden,NA,NA
fadeout,2,NA
fader,NA,NA
faders,NA,NA
fades,NA,NA
fading,1,NA
fado,1,NA
fads,NA,NA
faecal,1,NA
faeces,1,NA
faenas,NA,NA
faeries,NA,NA
faery,2,NA
faffle,NA,NA
faffs,NA,NA
fafnir,1,NA
fag,5,2
fagged,1,1
faggot,5,2
faggotry,NA,NA
faggots,NA,NA
faggoty,NA,NA
faggy,NA,NA
fagin,1,NA
fagots,NA,NA
fags,NA,NA
fahrenheit,2,NA
fail,11,7
failed,NA,1
failing,3,NA
failings,NA,NA
faille,1,NA
fails,NA,NA
failsafe,NA,NA
failure,7,5
failures,NA,NA
fain,2,NA
faint,8,5
fainted,NA,NA
fainter,NA,NA
faintest,NA,1
faintheart,NA,NA
fainthearted,1,NA
fainting,NA,NA
faintly,1,2
faintness,5,NA
faints,NA,NA
fair,17,11
fairbanks,2,NA
faire,NA,NA
fairer,NA,NA
fairest,NA,NA
fairground,1,1
fairgrounds,NA,NA
fairies,NA,NA
fairing,NA,NA
fairlead,1,NA
fairly,3,3
fairness,4,1
fairs,NA,NA
fairwater,NA,NA
fairway,3,1
fairways,NA,NA
fairy,2,2
fairyland,2,2
faisan,NA,NA
fait,NA,NA
faith,4,3
faithful,5,4
faithfully,1,2
faithfulness,1,NA
faithless,1,1
faithlessness,1,NA
faiths,NA,NA
faits,NA,NA
fajita,NA,NA
fajitas,NA,1
fake,8,6
faked,NA,NA
faker,1,NA
fakers,NA,NA
fakery,1,NA
fakes,NA,NA
faking,NA,NA
fakir,1,1
fakirs,NA,NA
faky,NA,NA
falafel,1,1
falcon,2,1
falconer,1,1
falconry,1,1
falcons,NA,NA
falk,NA,NA
fall,44,23
fallacies,NA,NA
fallacious,3,1
fallacy,1,2
fallback,1,1
fallen,4,1
faller,2,NA
fallibility,1,NA
fallible,2,1
falling,3,NA
fallopian,NA,NA
fallout,2,2
fallow,3,2
fallowed,NA,NA
falls,2,NA
FALSE,NA,4
falsehood,2,2
falsehoods,NA,NA
falsely,2,NA
falsetto,2,1
falsie,1,NA
falsies,NA,1
falsification,4,NA
falsifications,NA,NA
falsified,NA,NA
falsifies,NA,NA
falsify,5,1
falsifying,1,NA
falsity,2,1
falter,5,3
faltered,NA,NA
faltering,2,2
falters,NA,NA
falun,NA,NA
falx,NA,NA
fam,NA,NA
fame,2,1
famed,1,1
fames,NA,NA
familia,NA,NA
familial,2,1
familiar,7,3
familiarise,1,NA
familiarised,1,NA
familiarity,5,3
familiarization,1,NA
familiarize,1,1
familiarized,1,NA
familiars,NA,NA
families,NA,NA
famille,NA,NA
family,8,3
famine,2,1
famines,NA,NA
famish,3,NA
famished,1,1
famous,1,2
famously,2,1
fan,7,6
fana,NA,NA
fanatic,2,3
fanatical,1,2
fanatically,1,NA
fanaticism,1,1
fanatics,NA,NA
fancied,1,NA
fancier,1,1
fancies,NA,NA
fanciest,NA,NA
fanciful,3,2
fancifully,1,NA
fanciness,NA,NA
fancy,6,11
fancying,NA,NA
fandango,1,1
fandangos,NA,NA
fandom,1,NA
fanfare,2,2
fanfares,NA,NA
fang,4,1
fangled,NA,NA
fangs,NA,NA
fangy,NA,NA
fanjet,2,NA
fanleaf,NA,NA
fanned,1,NA
fannies,NA,NA
fanning,NA,NA
fanny,2,NA
fans,NA,NA
fant,NA,NA
fantail,1,NA
fantails,NA,NA
fantasia,1,NA
fantasie,NA,NA
fantasies,NA,NA
fantasise,2,NA
fantasised,NA,NA
fantasises,NA,NA
fantasising,NA,NA
fantasize,2,1
fantasized,NA,NA
fantasizes,NA,NA
fantasizing,NA,NA
fantastic,5,4
fantastical,2,NA
fantastically,1,3
fantastico,NA,NA
fantasy,4,2
fantom,NA,NA
fanzine,NA,1
faq,1,NA
faqir,1,NA
far,10,5
farad,1,NA
faraday,1,NA
faradays,NA,NA
farandole,1,NA
faraway,2,NA
farce,3,2
farces,NA,NA
farceur,NA,NA
farceurs,NA,NA
farcical,1,1
farcically,1,NA
fard,NA,NA
fardels,NA,NA
fare,6,5
fared,NA,NA
fares,NA,NA
farewell,2,1
farewells,NA,NA
farfetched,2,NA
farina,1,NA
faring,NA,NA
farley,NA,NA
farm,4,4
farmed,NA,NA
farmer,3,1
farmers,NA,NA
farmhand,1,NA
farmhands,NA,NA
farmhouse,1,1
farmhouses,NA,NA
farming,3,1
farmland,2,1
