"Word","Freq_KF","Freq_HAL"
"LEESONA'S",NA,0
"LEET",NA,37
"leeward",1,121
"leftists",NA,955
"leftwards",NA,26
"LEG'S",NA,24
"legalizes",NA,32
"legalizing",NA,408
"legate",1,221
"legatee",1,1
"legatees",NA,1
"legates",NA,11
"legation",1,11
"LEGATION'S",NA,0
"legations",NA,3
"legato",NA,254
"LEGGETT",NA,145
"legerdemain",1,34
"leggier",NA,15
"leggiest",NA,0
"legginess",NA,16
"legging",NA,14
"leghorn",1,119
"leghorns",NA,0
"legibly",1,68
"legionaries",NA,24
"legislates",NA,25
"legislating",NA,194
"legislatively",NA,44
"legitimatize",NA,7
"legitimatized",NA,1
"legitimatizes",NA,0
"legitimatizing",NA,0
"legitimizes",NA,82
"LENA",NA,648
"lenders",NA,370
"LENDRUM",NA,13
"lengthens",NA,49
"legitimizing",NA,78
"legumes",NA,373
"leguminous",1,21
"LEHMAN",NA,743
"LEHMANN",NA,623
"LEHNER",NA,40
"LEIBOWITZ",NA,133
"LEIDEN",NA,450
"LEIGH",NA,1825
"LEIGHTON",NA,667
"LEILA",NA,386
"leis",NA,125
"leisured",NA,5
"leisureliness",NA,2
"leitmotifs",NA,5
"LELAND",NA,719
"LEMMAS",NA,17
"LEMME",NA,1480
"lemmings",NA,1973
"LEMUEL",NA,57
"lemurs",NA,3423
"LEN",NA,4994
"lengthier",NA,57
"lengthiest",NA,5
"lengthiness",NA,1
"LENI",NA,124
"leniency",NA,193
"leniently",NA,13
"LENIN'S",NA,147
"Leninism",NA,56
"Leninist",NA,108
"Leninists",NA,14
"lenity",1,56
"LENNIE",NA,91
"LENNY",NA,2208
"LENOBEL'S",NA,0
"Lenten",NA,60
"lento",NA,57
"Lents",NA,17
"LENYGON",NA,0
"LENYGON'S",NA,0
"LEONA",NA,456
"LEONATO",NA,1
"LEONATO'S",NA,0
"LEONE",NA,949
"leonine",1,10
"LEONORE",NA,24
"leopardess",NA,0
"leopardesses",NA,0
"LEOPOLD",NA,762
"LEOPOLD'S",NA,16
"LEOPOLDVILLE",NA,3
"Leos",NA,194
"leotards",NA,88
"lepers",NA,95
"LEPRAE",NA,37
"leprechauns",NA,96
"leprous",NA,24
"LERNER",NA,569
"LES",NA,25908
"lesbianism",NA,258
"LESCAUT",NA,11
"lesions",NA,725
"lessee",1,423
"lessees",NA,10
"LESSING",NA,94
"lessor",1,133
"lessors",NA,24
"LETCH",NA,11
"LETCH'S",NA,0
"letdowns",NA,12
"lethargically",NA,2
"LETITIA",NA,33
"Letraset",NA,91
"letterboxes",NA,6
"letterheads",NA,50
"LETTIN",NA,34
"lettings",NA,8
"lettuces",NA,15
"letups",NA,0
"leucocyte",NA,8
"leucocytes",NA,3
"leucotomies",NA,8
"leucotomize",NA,0
"leucotomized",NA,0
"leucotomizes",NA,0
"leucotomizing",NA,0
"leucotomy",NA,2
"leukaemia",NA,67
"KLEIST",NA,198
"KLEMPERER'S",NA,21
"kleptomaniacs",NA,1
"KLIMT",NA,56
"KLINE",NA,542
"KLINICO",NA,0
"KLOMAN",NA,0
"KLUCKHOHN",NA,2
"KLUX",NA,445
"knacker",NA,12
"knackered",NA,91
"knackers",NA,6
"knacks",NA,29
"KNACKWURST",NA,0
"knap",NA,37
"knapped",NA,0
"KNAPPERTSBUSCH",NA,24
"knapping",NA,7
"knaps",NA,0
"knapsacks",NA,22
"KNAUER",NA,173
"knaveries",NA,0
"knaves",NA,70
"knavish",1,4
"knavishly",NA,0
"knavishness",NA,0
"kneaded",NA,197
"kneading",NA,405
"kneads",NA,23
"KNECHT",NA,149
"kneecapped",NA,1
"kneecapping",NA,11
"kneecaps",NA,122
"kneed",NA,101
"kneeing",NA,36
"knell",1,222
"Knesset",NA,225
"knifed",NA,49
"knifes",NA,92
"knifing",NA,35
"knighted",NA,129
"KNIGHTES",NA,7
"KNIGHTFALL",NA,261
"knighthoods",NA,32
"knighting",NA,12
"knightlier",NA,0
"knightliest",NA,0
"KNILL'S",NA,0
"KNITE",NA,3
"knits",NA,192
"knitter",NA,75
"knitters",NA,66
"knobbier",NA,0
"knobbiest",NA,0
"knobbles",NA,3
"knobblier",NA,0
"knobbliest",NA,0
"knobkerrie",NA,0
"knobkerries",NA,0
"knockabout",NA,21
"knockdowns",NA,36
"knockers",NA,119
"knockouts",NA,68
"KNOE",NA,68
"knolls",NA,116
"knotholes",NA,9
"KNOTT",NA,285
"knottier",NA,0
"knottiest",NA,1
"knotting",NA,70
"knout",NA,3
"knouts",NA,1
"KNOWED",NA,17
"knowledgeably",NA,31
"KNOWLTON",NA,93
"KNOWLTON'S",NA,6
"KNOX",NA,1019
"KO",NA,3708
"KO'd",NA,69
"KO'ing",NA,8
"KO's",NA,57
"koalas",NA,155
"KOAN",NA,134
"KOB",NA,26
"KOBAYASHI",NA,219
"kobo",NA,32
"kobos",NA,1
"KOCH",NA,914
"KOCHANEK",NA,4
"KOCHANEKS",NA,0
"KODAKS",NA,32
"KODAMA",NA,24
"KODYKE",NA,0
"KOEHLER",NA,594
"KOENIG",NA,1530
"KOENIGSBERG",NA,80
"KOFANES",NA,0
"KOH",NA,649
"KOHI",NA,2
"kohl",NA,678
"kohlrabi",1,6
"kohlrabis",NA,0
"KOHNSTAMM",NA,0
"KOINONIA",NA,12
"KOK",NA,626
"KOKOSCHKA",NA,7
"kola",NA,164
"kolas",NA,3
"KOLB",NA,223
"KOLKHOZES",NA,20
"KOLPAKOVA",NA,0
"KOMBO",NA,6
"KOMLEVA",NA,1
"KOMURASAKI",NA,0
"KONG",NA,16346
"KONGA",NA,5
"KONISHI",NA,15
"KONRAD",NA,1186
"KONSTANTIN",NA,438
"KONZERTHAUS",NA,3
"kookaburra",NA,26
"kookaburras",NA,9
"KOOKS",NA,537
"KOONING",NA,18
"KOOP",NA,243
"kopje",NA,12
"kopjes",NA,4
"KOPSTEIN",NA,6
"Koranic",NA,26
"Korans",NA,0
"KORMAN",NA,176
"KORNBLUTH",NA,50
"KORNBLUTH'S",NA,5
"KORNEVEY",NA,0
"KORNEYEV",NA,0
"KORNEYEVA",NA,0
"KORNGOLD",NA,41
"KORRA",NA,8
"KOSHARE",NA,7
"kotow",NA,0
"KOTOWAZA",NA,0
"kotowed",NA,0
"kotowing",NA,0
"kotows",NA,0
"KOUSSEVITZKY",NA,45
"KOUSSEVITZKY'S",NA,10
"KOWALSKI",NA,223
"KOWALSKI'S",NA,18
"kowtow",1,86
"kowtowed",NA,10
"kowtowing",NA,32
"kowtows",NA,10
"KOZINTSEV",NA,0
"kraal",NA,12
"kraals",NA,3
"KRAEMER",NA,271
"KRAFT",NA,1032
"KRAKOW",NA,539
"KRAKOWIAK",NA,10
"KRAMER'S",NA,102
"KRAPP'S",NA,2
"KRASNIK",NA,0
"KREISLER",NA,48
"KREMLIN'S",NA,15
"KRETCHMER",NA,8
"KRIM",NA,44
"KRIM'S",NA,1
"KRIMS",NA,9
"kris",NA,3779
"KRISHNAISTS",NA,0
"KRISS",NA,131
"krisses",NA,1
"KRIST",NA,127
"KRISTALLSTRUKTUREN",NA,0
"KROENING",NA,21
"KROGER",NA,211
"KROGER'S",NA,33
"KROGERS",NA,21
"KROMY",NA,0
"krona",1,65
"krone",NA,143
"KRONENBERGER",NA,2
"kroner",NA,57
"kronor",NA,4
"KRUGER",NA,222
"KRUGER'S",NA,6
"KRUMPP",NA,0
"KRUPA",NA,52
"KRUTCH",NA,4
"KRUTCH'S",NA,0
"KRYSTALLOGRAPHIE",NA,0
"KSU'U'PELI'AFO",NA,0
"KU",NA,3244
"KUBEK",NA,27
"KUHN",NA,680
"kukri",NA,9
"kukris",NA,9
"KULTURBUND",NA,1
"kumis",NA,0
"kummel",NA,4
"kumquats",NA,28
"KUNKEL",NA,416
"KUNKEL'S",NA,1
"Kuomintang",NA,66
"KUPCINET",NA,1
"KURD",NA,174
"KURIGALZU",NA,0
"kurus",NA,31
"Kuwaiti",NA,480
"Kuwaitis",NA,200
"kvass",NA,4
"kwacha",NA,16
"kwachas",NA,1
"KWAME",NA,62
"KWANGO",NA,1
"kwashiorkor",NA,9
"kwela",NA,5
"KY",NA,8851
"KYNE",NA,2
"KYO",NA,82
"KYOTO",NA,734
"kyrie",NA,193
"L'ACTIVITE",NA,10
"L'IDENTITE",NA,15
"L'ORCHESTRE",NA,8
"la",NA,209106
"laager",NA,3
"laagers",NA,0
"LABAN",NA,61
"LABANS",NA,0
"labelling",NA,635
"labials",NA,1
"laboriously",NA,111
"laboriousness",NA,0
"LABOTHE",NA,0
"LABOUISSE",NA,1
"Labour",NA,4186
"laboured",NA,54
"labourer",NA,70
"labourers",NA,101
"labouring",NA,100
"Labourite",NA,0
"Labourites",NA,2
"labours",NA,105
"Labradors",NA,427
"labs",NA,12279
"laburnum",1,11
"laburnums",NA,0
"labyrinthine",1,32
"labyrinths",NA,65
"lacerates",NA,0
"lacerating",NA,8
"LACEY",NA,350
"lachrymal",1,6
"lachrymose",1,5
"lacier",NA,3
"laciest",NA,3
"lacing",NA,299
"lacklustre",NA,37
"lackadaisically",NA,6
"laconic",1,39
"laconical",NA,0
"laconically",NA,8
"laconicism",NA,0
"laconicisms",NA,0
"laconism",NA,0
"laconisms",NA,0
"lacquering",NA,9
"lacquers",NA,38
"lactated",NA,22
"lactates",NA,5
"lacuna",1,15
"lacunae",NA,13
"lacunas",NA,0
"laddered",NA,2
"laddering",NA,2
"ladders",NA,362
"laddies",NA,5
"lade",NA,38
"laded",NA,0
"lades",NA,14
"LADGHAM",NA,0
"lading",1,61
"ladled",NA,11
"ladles",NA,8
"ladling",NA,17
"ladybirds",NA,1
"ladybugs",NA,70
"ladyships",NA,3
"LAFAYETTE",NA,2602
"LAFE",NA,104
"laggards",NA,22
"lagging",NA,419
"LAGRANGE'S",NA,16
"LAGUERRE",NA,9
"LAHK",NA,12
"laic",NA,6
"laicize",NA,0
"laicized",NA,0
"laicizes",NA,0
"laicizing",NA,0
"LAICOS",NA,3
"lairds",NA,3
"LAK",NA,361
"LAKEWOOD",NA,681
"lakh",NA,159
"lakhs",NA,128
"LALAURIE",NA,0
"LALAURIE'S",NA,0
"LALAURIES",NA,0
"lam",NA,2603
"Lamaism",NA,6
"LAMAR",NA,1498
"lamas",NA,202
"lamaseries",NA,1
"lamasery",NA,2
"LAMBARENE",NA,0
"lambaste",NA,24
"lambasted",NA,163
"lambastes",NA,4
"lambasting",NA,88
"lambasts",NA,8
"lambed",NA,3
"lambency",NA,0
"lambent",1,3
"LAMBERT",NA,2332
"LAMBETH",NA,44
"lambing",NA,120
"lambkin",NA,4
"lambkins",NA,2
"lamblike",NA,0
"lambskins",NA,4
"LAMECHIAN",NA,0
"LAMECHIANS",NA,0
"lamed",NA,27
"lamely",NA,69
"lameness",NA,353
"lamentable",1,195
"lamentably",NA,51
"lamented",NA,371
"lamenting",NA,274
"lamer",NA,656
"lames",NA,78
"lamest",NA,231
"laminates",NA,68
"laming",NA,12
"Lammas",NA,44
"Lammases",NA,0
"lammed",NA,0
"LAMMERMOOR",NA,3
"lamming",NA,2
"lammings",NA,0
"LAMON",NA,12
"lamplighters",NA,37
"lampooned",NA,32
"lampooning",NA,43
"lampoonist",NA,0
"lampoonists",NA,0
"lampoons",NA,32
"lampposts",NA,28
"lampreys",NA,46
"lampshades",NA,33
"lams",NA,58
"LANA",NA,680
"LANCASHIRE",NA,451
"lancers",NA,203
"lancet",1,632
"lancets",NA,39
"lancing",NA,76
"LANCRET",NA,1
"landau",2,600
"landaus",NA,3
"LANDES",NA,132
NA,NA,NA
"LANDESCO",NA,0
"landfalls",NA,9
"landgrave",NA,3
"landgraves",NA,0
"landholders",NA,32
"LANDIS",NA,516
"landladies",NA,1
"LANDLORD'S",NA,63
"landlubberly",NA,0
"landlubbers",NA,12
"landmines",NA,212
"LANDON",NA,236
"landslip",NA,1
"landslips",NA,1
"landsman",1,54
"landsmen",NA,6
"landward",1,10
"landwards",NA,0
"LANESMANSHIP",NA,0
"LANESVILLE",NA,1
"Lang",NA,4149
"LANGE",NA,1081
"LANGELAND",NA,30
"LANGER",NA,400
"LANGFORD",NA,244
"LANGHORNE",NA,58
"LANGSDORF",NA,32
"languidly",NA,66
"judiciousness",NA,2
"JUDSON",NA,194
"JUDSONS",NA,0
"JUET",NA,2
"JUET'S",NA,0
"jugful",NA,1
"jugfuls",NA,0
"jugged",NA,2
"juggernauts",NA,244
"jugging",NA,15
"juggled",NA,101
"juggler",1,958
"jugglers",NA,219
"juggles",NA,96
"jugs",NA,365
"jugulars",NA,9
"juiced",NA,173
"juicier",NA,29
"juiciness",NA,22
"juicing",NA,117
"juju",NA,116
"jujube",1,5
"jujubes",NA,2
"jujus",NA,0
"jukeboxes",NA,193
"JULES",NA,1211
"Julies",NA,10
"JULIO",NA,1196
"jumbles",NA,17
"jumbling",NA,23
"jumpers",NA,4203
"jumpier",NA,9
"jumpiest",NA,0
"jumpily",NA,0
"jumpiness",NA,17
"junctions",NA,158
"Junes",NA,5
"junglier",NA,0
"jungliest",NA,0
"jungly",NA,4
"junipers",NA,54
"junked",NA,322
"JUNKERDOM",NA,0
"JUNKERS",NA,74
"junket",1,114
"junketed",NA,0
"JUNKETEERING",NA,0
"junketing",NA,1
"junkets",NA,251
"junking",NA,113
"Junoesque",NA,1
"juntas",NA,33
"JURAS",NA,5
"JURE",NA,256
"juridically",NA,5
"juryman",NA,0
"jurymen",NA,8
"jurywoman",NA,0
"jurywomen",NA,0
"JUSSEL",NA,0
"JUSTE",NA,199
"justiciaries",NA,0
"justiciary",NA,1
"justifiedly",NA,1
"justifies",NA,1138
"JUSTITIA",NA,27
"jute",1,315
"JUTISH",NA,0
"juveniles",NA,304
"juxtaposes",NA,19
"juxtaposing",NA,35
"KABALEVSKY",NA,5
"KADDISH",NA,79
"KADER",NA,80
"kaffir",NA,46
"kaffirs",NA,12
"KAGANOVICH",NA,21
"KAHLER",NA,127
"KAHN",NA,2005
"KAHN'S",NA,120
"KAJAR",NA,2
"kakemono",NA,0
"kakemonos",NA,0
"KAKUTANI",NA,0
"KALAMAZOO",NA,637
"KALEIDESCOPE",NA,34
"kaleidoscopes",NA,4
"kaleidoscopic",1,26
"KALENTIEV",NA,0
"kales",NA,147
"KALMUK",NA,0
"KALONJI",NA,10
"KAMCHATKA",NA,57
"kaleidoscopically",NA,1
"KAMENS",NA,500
"KAMIENIEC",NA,0
"KAMINSKY",NA,129
"kampong",NA,17
"kampongs",NA,1
"Kampuchea",NA,99
"Kampuchean",NA,2
"Kampucheans",NA,2
"KAN",NA,2859
"KANDINSKY",NA,54
"kangaroos",NA,293
"KANIN",NA,23
"KANKAKEE",NA,64
"KANS",NA,95
"KANTO",NA,66
"kaolin",1,26
"KAPLAN",NA,1571
"KAPNEK",NA,2
"kapok",1,29
"kappas",NA,13
"KARAMAZOV",NA,71
"KARE",NA,96
"KARET",NA,35
"KARIPO",NA,0
"KARIPO'S",NA,0
"KARL",NA,8313
"KARLHEINZ",NA,37
"KARLIS",NA,10
"KARNS",NA,17
"KAROL",NA,164
"KAROLINERNA",NA,0
"KARP'S",NA,4
"KARSHILAMA",NA,0
"KARSNER",NA,0
"KAS",NA,229
"KASAI",NA,7
"KASAVUBU",NA,2
"Kashmiri",NA,407
"Kashmiris",NA,204
"KASKASKIA",NA,9
"KASSEM",NA,17
"KASTER'S",NA,0
"KATANGA",NA,19
"KATANGAN",NA,0
"KATANGANS",NA,0
"KATHARINE",NA,507
"KATHARINE'S",NA,5
"KATOW",NA,0
"KATYA",NA,100
"katydids",NA,9
"KAUFFELD",NA,2
"KAUFFMANN",NA,48
"KAUFNABB",NA,0
"kava",NA,178
"KAWECKI",NA,7
"KAY",NA,4064
"KAYABASHI",NA,0
"KAYABASHI'S",NA,0
"kayaks",NA,315
"KAYO",1,70
"KAZAN",NA,131
"kazoos",NA,30
"KEANE",NA,1158
"KEARTON",NA,12
"KEATING'S",NA,42
"KEATS'S",NA,1
"kebab",NA,82
"kebabs",NA,39
"KEBOB",NA,5
"KEDDAH",NA,0
"kedgeree",NA,7
"KEDZIE",NA,8
"KEEEERIST",NA,0
"KEEGAN",NA,2380
"KEELER",NA,231
"keelhauled",NA,19
"keelhauling",NA,6
"keelhauls",NA,0
"keels",NA,92
"KEELSON",NA,4
"KEENE",NA,866
"keened",NA,1
"keener",NA,111
"keenness",NA,12
"keens",NA,40
"keepers",NA,2584
"keepsakes",NA,26
"KEERIST",NA,3
"KEESHOND",NA,52
"KEGHAM",NA,0
"KEHL",NA,7
"KEINE",NA,1150
"KEIZER",NA,36
"KEKISHEVA",NA,0
"KEL",NA,199
"KELLEY'S",NA,78
"KELLUM",NA,22
"KELSEY",NA,569
"KELSEYVILLE",NA,9
"KELTS",NA,10
"kelvins",NA,27
"KEMBLE",NA,14
"KEMBLE'S",NA,0
"KEMCHENJUNGA",NA,0
"KEMM",NA,1
"KEMPE",NA,139
"KENG",NA,170
"KENILWORTH",NA,52
"KENNAN",NA,46
"KENNAN'S",NA,2
"KENNARD",NA,82
"kenned",NA,1
"kennelled",NA,2
"kennelling",NA,0
"kennels",NA,552
"KENNETT",NA,152
"KENNINGS",NA,3
"kens",NA,51
"KENTFIELD",NA,22
"KENTUCK",NA,6
"Kenyan",NA,177
"Kenyans",NA,47
"KENYON",NA,288
"KENZO",NA,15
"KEO",NA,54
"kepi",1,21
"kepis",NA,2
"kerb",NA,44
"kerbs",NA,14
"kerbstone",NA,1
"kerbstones",NA,0
"KERBY",NA,126
"KERCHEVAL",NA,28
"kerchiefs",NA,4
"kerfuffle",NA,8
"kerfuffles",NA,0
"KERN",NA,761
"KERR",NA,1342
"KERR'S",NA,73
"KERRVILLE",NA,45
"KERRY",NA,3764
"kersey",NA,120
"KERSHBAUM",NA,0
"KERYGMA",NA,5
"KESTNER",NA,11
"kestrel",NA,220
"kestrels",NA,21
"ketch",1,78
"KETOSIS",NA,68
"kettledrums",NA,5
"kettles",NA,79
"keyboarded",NA,6
"keyboarder",NA,29
"keyboarders",NA,13
"keyboards",NA,3919
"keyholes",NA,19
"keying",NA,338
"keynoted",NA,3
"keynoting",NA,2
"keypunches",NA,16
"KEYS'S",NA,0
"keystones",NA,10
"KEZZIAH",NA,0
"KHAJU",NA,0
"Khalka",NA,0
"KHANEH",NA,1
"khans",NA,24
"KHARTOUM",NA,96
"KHASI",NA,1
"KHRUSH",NA,2
"KHRUSHCHEV",NA,69
"KHRUSHCHEV'S",NA,8
"KHRUSHCHEVS",NA,0
"KIANG",NA,34
"kibbutzes",NA,4
"kibbutznik",NA,0
"kibbutzniks",NA,1
"kibosh",1,32
"kickers",NA,265
"kickoffs",NA,20
"kidders",NA,5
"kiddies",NA,601
"KIDNAPED",NA,37
"KIDNAPER",NA,3
"kidnaps",NA,94
"KIEFFER",NA,87
"KIEFFERM",NA,0
"KIKA",NA,50
"kike",NA,137
"kikes",NA,32
"KIKIYUS",NA,0
"KIKUYU",NA,58
"KILHOUR",NA,0
"KILILNGSWORTH",NA,0
"KILLEBREW",NA,175
"KILLIN",NA,183
"killingly",NA,3
"KILLINGSWORTH",NA,15
"killjoys",NA,21
"KILLPATH",NA,0
"KILLPATH'S",NA,0
"kilns",NA,77
"kilocycle",1,6
"kilocycles",NA,3
"kilograms",NA,317
"kilolitre",NA,0
"kilolitres",NA,0
"kilometre",NA,113
"kilometres",NA,477
"kilos",NA,525
"KIMBALL",NA,697
"KIMBOLTON",NA,0
"KIMMELL",NA,7
"kimonos",NA,25
"KIMPTON",NA,49
"KIND'S",NA,16
"kinda",NA,15886
"kindergartens",NA,53
"kindles",NA,9
"kindlier",NA,4
"kindliest",NA,3
"kindling",1,120
"KINESICS",NA,1
"kinetically",NA,5
"kinetics",NA,379
"KING'S",NA,4551
"KINGAN",NA,1
"kingcup",NA,0
"kingcups",NA,0
"kingfishers",NA,7
"kinglier",NA,0
"kingliest",NA,0
"kinglike",NA,0
"kingly",NA,109
"kingmaker",NA,105
"kingmakers",NA,7
"kingpins",NA,65
"kingship",NA,106
"KINGSLEY",NA,401
"KINGSTON",NA,3056
"KINGSTOWN",NA,47
"KINGWOOD",NA,44
"kinked",NA,89
"kinkier",NA,54
"kinkiest",NA,19
"kinking",NA,15
"kinks",NA,750
"KINSELL",NA,13
"KINSEY",NA,318
"kinsmen",NA,67
"kinswomen",NA,3
"kiosks",NA,335
"KIOWA",NA,36
"kip",1,499
"KIPLING'S",NA,56
"kipped",NA,0
"kipper",1,214
"kippers",NA,55
"kipping",NA,7
"kips",NA,35
"KIRA",NA,1946
"KIRBY",NA,3084
"KIRBY'S",NA,164
"KIRKLAND",NA,716
"KIRKPATRICK",NA,523
"kirks",NA,72
"KIRKWOOD",NA,395
"KIROV",NA,62
"KIROV'S",NA,2
"kirsch",NA,164
"kirtle",1,1
"kirtles",NA,1
"kismet",1,2337
"kissable",NA,15
"KISSAK",NA,0
"kissers",NA,48
"KISSIN",NA,64
"KISSINGS",NA,2
"kitchenettes",NA,15
"KITCHIN",NA,15
"kites",NA,2760
"kitsch",NA,121
"kitschier",NA,0
"kitschiest",NA,1
"kitschy",NA,15
"kittenishly",NA,0
"KITTI",NA,416
"KITTI'S",NA,0
"kitties",NA,562
"kittiwake",NA,3
"kittiwakes",NA,2
"KITTLER",NA,12
"KITTREDGE",NA,346
"KIVU",NA,15
"kiwis",NA,221
"KIZ",NA,83
"KIZZIE",NA,2
"KLAN",NA,953
"KLAUBER",NA,4
"klaxon",NA,36
"klaxons",NA,24
"Kleenexes",NA,19
"KLEES",NA,1
"KLEIBER",NA,82
"KLEIN",NA,2651
"IUD",NA,157
"IUVABIT",NA,10
"IVAN",NA,4609
"ivied",NA,2
"ivories",NA,15
"IZAAK",NA,27
"IZAAK'S",NA,0
"IZVESTIA",NA,85
"J'AI",NA,1886
"jabbered",NA,2
"jabberer",NA,0
"jabberers",NA,0
"jabbering",NA,71
"jabbers",NA,3
"jabot",1,38
"jabots",NA,1
"JACCHIA",NA,0
"JACINTO",NA,191
"jackals",NA,83
"jackanapes",NA,3
"jackaroo",NA,26
"jackaroos",NA,3
"jackasses",NA,136
"jackboot",NA,46
"JACKBOOTED",NA,68
"jackboots",NA,57
"jackdaw",NA,18
"jackdaws",NA,9
"JACKMAN",NA,188
"jackpots",NA,187
"jackrabbits",NA,38
"JACKY",NA,890
"Jacobean",NA,29
"Jacobeans",NA,0
"Jacobin",NA,13
"Jacobinism",NA,3
"Jacobins",NA,10
"Jacobite",NA,65
"Jacobites",NA,25
"JACOBY",NA,408
"JACOBY'S",NA,10
"JACOPO",NA,11
"JACQUELYN'S",NA,0
"jades",NA,18
"Jaffa",NA,87
"Jaffas",NA,2
"JAGAN",NA,24
"JAGER",NA,131
"JAGGERS",NA,13
"jaggier",NA,1
"jaggiest",NA,1
"jagging",NA,1
"jaggy",NA,31
"jags",NA,193
"jaguars",NA,571
"JAHR",NA,294
"JAI",NA,4321
"jailbirds",NA,6
"jailbreaks",NA,0
"jailers",NA,42
"jailing",NA,181
"JAKARTA",NA,1890
"jakes",NA,173
"jalopies",NA,14
"Jamaicans",NA,104
"jamb",NA,122
"jamborees",NA,20
"jambs",NA,10
"jammier",NA,0
"jammiest",NA,0
"jamming",NA,1026
"jammy",NA,89
"JAN",NA,57351
"JANA",NA,449
"jangled",NA,29
"jangles",NA,6
"janissaries",NA,38
"JANITSCH",NA,1
"janizaries",NA,1
"janizary",NA,0
"JANNEQUIN",NA,5
"JANNEQUIN'S",NA,0
"JANNSEN",NA,2
"JANSEN",NA,420
"JANSENIST",NA,0
"JANSSEN",NA,672
"Januaries",NA,2
"JAP'S",NA,8
"japanned",NA,3
"japanning",NA,4
"japans",NA,53
"jape",1,33
"japes",NA,10
"japonica",NA,160
"JAPS",NA,291
"JARDIN",NA,85
"jarful",NA,1
"jarfuls",NA,2
"JAROSS",NA,0
"jarringly",NA,10
"JARRODSVILLE",NA,0
"JARVIS",NA,585
"JAS",NA,911
"JASTROW",NA,19
"jaundiced",NA,81
"jaundices",NA,0
"jaundicing",NA,0
"jaunted",NA,1
"jauntier",NA,0
"jauntiest",NA,0
"jauntily",NA,11
"jauntiness",NA,0
"jaunting",NA,8
"jaunts",NA,52
"Javanese",NA,155
"javelins",NA,29
"JAVERT",NA,88
"JAWAHARLAL",NA,76
"jawbones",NA,8
"jawbreakers",NA,4
"jawed",NA,131
"jawing",NA,25
"JAYCEES",NA,69
"jays",NA,689
"jaywalked",NA,6
"jaywalker",NA,13
"jaywalkers",NA,25
"jaywalking",NA,92
"jaywalks",NA,1
"jazzed",NA,77
"jazzes",NA,6
"jazzier",NA,27
"jazziest",NA,5
"jazzily",NA,0
"jazzing",NA,9
"JAZZMEN",NA,16
"JE",NA,42912
"jean",NA,9330
"JED",NA,1276
"JEE",NA,244
"jeeps",NA,415
"jeered",NA,98
"jeering",NA,64
"jeeringly",NA,2
"jejune",1,15
"jejunely",NA,0
"jejuneness",NA,0
"JEJUNUM",NA,12
"JELKE",NA,5
"jellaba",NA,1
"jellabas",NA,0
"jellied",NA,24
"JELLINEK'S",NA,2
"JELLYBY",NA,1
"jellyfishes",NA,7
"jellying",NA,0
"JEMELA",NA,0
"jemmied",NA,0
"jemmies",NA,0
"jemmy",NA,21
"jemmying",NA,0
"JEN",NA,3187
"JENKINS",NA,2315
"JENKINS'S",NA,2
"JENKS",NA,269
"JENNI",NA,521
"JENNI'S",NA,21
"JENNIE",NA,528
"jennies",NA,8
"JENNINGS",NA,1944
"JENS",NA,1891
"JENSEN",NA,2557
"jeopardized",NA,170
"jeopardizes",NA,119
"jerboa",NA,1
"jerboas",NA,5
"JEREBOHM",NA,0
"JEREBOHMS",NA,0
"jeremiad",1,6
"jeremiads",NA,4
"JEREZ",NA,85
"jerkier",NA,14
"jerkiest",NA,2
"jerkily",NA,32
"jerkin",1,69
"jerkiness",NA,57
"JERKINGS",NA,4
"jerkins",NA,6
"jeroboam",NA,8
"jeroboams",NA,1
"JEROME",NA,2606
"jerries",NA,5
"jerseys",NA,347
"JERVIS",NA,124
"JESS",33,1500
"JESSY",NA,70
"jested",NA,7
"jesters",NA,706
"jestingly",NA,5
"jests",NA,16
"jesuitic",NA,2
"jesuitical",NA,13
"jesuitically",NA,0
"jetted",NA,60
"jetties",NA,66
"jettison",1,237
"jettisoned",NA,107
"jettisoning",NA,37
"jettisons",NA,4
"JEUNES",NA,199
"jeweller",NA,50
"jewellers",NA,25
"jewellery",NA,291
"jewelling",NA,1
"Jewess",NA,46
"Jewesses",NA,15
"JEWETT",NA,237
"Jezebels",NA,3
"jibbed",NA,0
"jibbing",NA,11
"JIBES",NA,175
"jibs",NA,13
"JIDGE",NA,0
"jigged",NA,3
"jiggered",NA,7
"jiggers",NA,5
"jigging",NA,39
"jiggled",NA,129
"jiggles",NA,37
"jigglier",NA,0
"jiggliest",NA,0
"jigs",NA,561
"jigsaws",NA,12
"jihads",NA,69
"jilting",NA,1
"jilts",NA,3
"JIMBO'S",NA,35
"JIMENEZ",NA,608
"jimjams",NA,2
"JIMMIE",NA,343
"jimmies",NA,30
"jimmying",NA,14
"jingles",NA,116
"jingo",NA,43
"jingoism",1,71
"jingoist",NA,30
"jingoistic",1,155
"jingoists",NA,17
"jinks",NA,234
"jinn",NA,79
"jinns",NA,9
"JINNY",NA,40
"jinrikisha",1,0
"jinrikishas",NA,0
"jinxed",NA,40
"jinxes",NA,2
"jinxing",NA,12
"JIST",NA,544
"jitney",1,3
"jitneys",NA,8
"jitterbugs",NA,4
"jived",NA,7
"jives",NA,45
"JOAN",NA,5504
"JOAQUIN",NA,444
"jobbed",NA,37
"jobber",1,220
"jobbers",NA,100
"jobbery",NA,0
"jobbing",NA,69
"JOBLOT",NA,1
"jockeyed",NA,6
"jockeys",NA,265
"jockstraps",NA,25
